surface,reading,theme_ids,source_kind,source_ref
僧侶,そうりょ,person_job,auto,wnja:1.1-compatible-roots-v2
僻地,へきち,place_building,auto,wnja:1.1-compatible-roots-v2
元凶,げんきょう,person_job,auto,wnja:1.1-compatible-roots-v2
兄貴,あにき,person_job,auto,wnja:1.1-compatible-roots-v2
先人,せんじん,person_job,auto,wnja:1.1-compatible-roots-v2
先代,せんだい,person_job,auto,wnja:1.1-compatible-roots-v2
先達,せんだつ,person_job,auto,wnja:1.1-compatible-roots-v2
公務,こうむ,person_job,auto,wnja:1.1-compatible-roots-v2
公爵,こうしゃく,person_job,auto,wnja:1.1-compatible-roots-v2
内皮,ないひ,body,auto,wnja:1.1-compatible-roots-v2
内臓,ないぞう,body,auto,wnja:1.1-compatible-roots-v2
凄腕,すごうで,person_job,auto,wnja:1.1-compatible-roots-v2
凡人,ぼんじん,person_job,auto,wnja:1.1-compatible-roots-v2
出番,でばん,music,auto,wnja:1.1-compatible-roots-v2
分流,ぶんりゅう,nature|place_building,auto,wnja:1.1-compatible-roots-v2
判事,はんじ,person_job,auto,wnja:1.1-compatible-roots-v2
制服,せいふく,clothing,auto,wnja:1.1-compatible-roots-v2
前任,ぜんにん,person_job,auto,wnja:1.1-compatible-roots-v2
前腕,ぜんわん,body,auto,wnja:1.1-compatible-roots-v2
前足,まえあし,body,auto,wnja:1.1-compatible-roots-v2
剣士,けんし,person_job,auto,wnja:1.1-compatible-roots-v2
劇場,げきじょう,place_building,auto,wnja:1.1-compatible-roots-v2
力士,りきし,person_job,auto,wnja:1.1-compatible-roots-v2
動脈,どうみゃく,body,auto,wnja:1.1-compatible-roots-v2
勝者,しょうしゃ,person_job,auto,wnja:1.1-compatible-roots-v2
北風,きたかぜ,nature,auto,wnja:1.1-compatible-roots-v2
半々,はんはん,food,auto,wnja:1.1-compatible-roots-v2
半端,はんぱ,person_job,auto,wnja:1.1-compatible-roots-v2
南風,みなみかぜ,nature,auto,wnja:1.1-compatible-roots-v2
単車,たんしゃ,vehicle,auto,wnja:1.1-compatible-roots-v2
卵白,らんぱく,food,auto,wnja:1.1-compatible-roots-v2
卵黄,らんおう,food,auto,wnja:1.1-compatible-roots-v2
原告,げんこく,person_job,auto,wnja:1.1-compatible-roots-v2
可動,かどう,nature,auto,wnja:1.1-compatible-roots-v2
台車,だいしゃ,vehicle,auto,wnja:1.1-compatible-roots-v2
台風,たいふう,nature,auto,wnja:1.1-compatible-roots-v2
司書,ししょ,person_job,auto,wnja:1.1-compatible-roots-v2
同窓,どうそう,person_job,auto,wnja:1.1-compatible-roots-v2
名人,めいじん,person_job,auto,wnja:1.1-compatible-roots-v2
名手,めいしゅ,person_job,auto,wnja:1.1-compatible-roots-v2
君主,くんしゅ,person_job,auto,wnja:1.1-compatible-roots-v2
吝嗇,りんしょく,person_job,auto,wnja:1.1-compatible-roots-v2
吹雪,ふぶき,nature,auto,wnja:1.1-compatible-roots-v2
和声,わせい,music,auto,wnja:1.1-compatible-roots-v2
和尚,おしょう,person_job,auto,wnja:1.1-compatible-roots-v2
和服,わふく,clothing,auto,wnja:1.1-compatible-roots-v2
咽喉,いんこう,body,auto,wnja:1.1-compatible-roots-v2
哺乳,ほにゅう,animal|nature,auto,wnja:1.1-compatible-roots-v2
問屋,とんや,person_job,auto,wnja:1.1-compatible-roots-v2
喪服,もふく,clothing,auto,wnja:1.1-compatible-roots-v2
囚人,しゅうじん,person_job,auto,wnja:1.1-compatible-roots-v2
団員,だんいん,person_job,auto,wnja:1.1-compatible-roots-v2
団栗,どんぐり,fruit,reviewed,wnja:12267677-n
土器,どき,daily_tools,auto,wnja:1.1-compatible-roots-v2
土星,どせい,nature,auto,wnja:1.1-compatible-roots-v2
地主,じぬし,person_job,auto,wnja:1.1-compatible-roots-v2
地形,ちけい,place_building,auto,wnja:1.1-compatible-roots-v2
坊主,ぼうず,person_job,auto,wnja:1.1-compatible-roots-v2
執事,しつじ,person_job,auto,wnja:1.1-compatible-roots-v2
塩味,しおあじ,food,auto,wnja:1.1-compatible-roots-v2
墓地,ぼち,place_building,auto,wnja:1.1-compatible-roots-v2
声帯,せいたい,body,auto,wnja:1.1-compatible-roots-v2
売人,ばいにん,person_job,auto,wnja:1.1-compatible-roots-v2
変人,へんじん,person_job,auto,wnja:1.1-compatible-roots-v2
外人,がいじん,person_job,auto,wnja:1.1-compatible-roots-v2
夜食,やしょく,food,auto,wnja:1.1-compatible-roots-v2
大佐,たいさ,person_job,auto,wnja:1.1-compatible-roots-v2
大使,たいし,person_job,auto,wnja:1.1-compatible-roots-v2
大凶,だいきょう,person_job,auto,wnja:1.1-compatible-roots-v2
大家,おおや,person_job,auto,wnja:1.1-compatible-roots-v2
大尉,たいい,person_job,auto,wnja:1.1-compatible-roots-v2
大河,たいが,nature|place_building,auto,wnja:1.1-compatible-roots-v2
大臣,だいじん,person_job,auto,wnja:1.1-compatible-roots-v2
大豆,だいず,food|vegetable,reviewed,wnja:07729485-n
大阪,おおさか,place_building,auto,wnja:1.1-compatible-roots-v2
大雨,おおあめ,nature,auto,wnja:1.1-compatible-roots-v2
大麦,おおむぎ,food,auto,wnja:1.1-compatible-roots-v2
天体,てんたい,nature,auto,wnja:1.1-compatible-roots-v2
天狗,てんぐ,person_job,auto,wnja:1.1-compatible-roots-v2
天道,てんとう,nature,auto,wnja:1.1-compatible-roots-v2
奇人,きじん,person_job,auto,wnja:1.1-compatible-roots-v2
奉行,ぶぎょう,person_job,auto,wnja:1.1-compatible-roots-v2
奏者,そうしゃ,person_job,auto,wnja:1.1-compatible-roots-v2
奥様,おくさま,person_job,auto,wnja:1.1-compatible-roots-v2
女中,じょちゅう,person_job,auto,wnja:1.1-compatible-roots-v2
女優,じょゆう,person_job,auto,wnja:1.1-compatible-roots-v2
女児,じょじ,person_job,auto,wnja:1.1-compatible-roots-v2
女将,おかみ,person_job,auto,wnja:1.1-compatible-roots-v2
女房,にょうぼう,person_job,auto,wnja:1.1-compatible-roots-v2
娼婦,しょうふ,person_job,auto,wnja:1.1-compatible-roots-v2
嫡男,ちゃくなん,person_job,auto,wnja:1.1-compatible-roots-v2
子分,こぶん,person_job,auto,wnja:1.1-compatible-roots-v2
子息,しそく,person_job,auto,wnja:1.1-compatible-roots-v2
子犬,こいぬ,animal|nature,auto,wnja:1.1-compatible-roots-v2
子豚,こぶた,animal|nature,auto,wnja:1.1-compatible-roots-v2
子馬,こうま,animal|nature,reviewed,wnja:02382437-n
孔雀,くじゃく,animal|nature,auto,wnja:1.1-compatible-roots-v2
孤児,こじ,person_job,auto,wnja:1.1-compatible-roots-v2
学友,がくゆう,person_job,auto,wnja:1.1-compatible-roots-v2
学士,がくし,person_job,auto,wnja:1.1-compatible-roots-v2
学徒,がくと,person_job,auto,wnja:1.1-compatible-roots-v2
学童,がくどう,person_job,auto,wnja:1.1-compatible-roots-v2
学者,がくしゃ,person_job,auto,wnja:1.1-compatible-roots-v2
学長,がくちょう,person_job,auto,wnja:1.1-compatible-roots-v2
宗家,そうけ,person_job,auto,wnja:1.1-compatible-roots-v2
定常,ていじょう,person_job,auto,wnja:1.1-compatible-roots-v2
実父,じっぷ,person_job,auto,wnja:1.1-compatible-roots-v2
客船,きゃくせん,vehicle,auto,wnja:1.1-compatible-roots-v2
宮殿,きゅうでん,place_building,auto,wnja:1.1-compatible-roots-v2
宰相,さいしょう,person_job,auto,wnja:1.1-compatible-roots-v2
家具,かぐ,daily_tools,auto,wnja:1.1-compatible-roots-v2
家畜,かちく,animal|nature,auto,wnja:1.1-compatible-roots-v2
家臣,かしん,person_job,auto,wnja:1.1-compatible-roots-v2
富豪,ふごう,person_job,auto,wnja:1.1-compatible-roots-v2
寒波,かんぱ,nature,auto,wnja:1.1-compatible-roots-v2
寺院,じいん,place_building,auto,wnja:1.1-compatible-roots-v2
専務,せんむ,person_job,auto,wnja:1.1-compatible-roots-v2
専業,せんぎょう,person_job,auto,wnja:1.1-compatible-roots-v2
将校,しょうこう,person_job,auto,wnja:1.1-compatible-roots-v2
将軍,しょうぐん,person_job,auto,wnja:1.1-compatible-roots-v2
小僧,こぞう,person_job,auto,wnja:1.1-compatible-roots-v2
小児,しょうに,person_job,auto,wnja:1.1-compatible-roots-v2
小手,こて,body,auto,wnja:1.1-compatible-roots-v2
小豆,あずき,plant|nature,auto,wnja:1.1-compatible-roots-v2
小雨,こさめ,nature,auto,wnja:1.1-compatible-roots-v2
少佐,しょうさ,person_job,auto,wnja:1.1-compatible-roots-v2
尾根,おね,nature|place_building,auto,wnja:1.1-compatible-roots-v2
尾骨,びこつ,body,auto,wnja:1.1-compatible-roots-v2
局員,きょくいん,person_job,auto,wnja:1.1-compatible-roots-v2
居候,いそうろう,person_job,auto,wnja:1.1-compatible-roots-v2
屋敷,やしき,place_building,auto,wnja:1.1-compatible-roots-v2
層雲,そううん,nature,auto,wnja:1.1-compatible-roots-v2
山岳,さんがく,nature|place_building,auto,wnja:1.1-compatible-roots-v2
山峡,さんきょう,nature|place_building,auto,wnja:1.1-compatible-roots-v2
山脈,さんみゃく,nature|place_building,auto,wnja:1.1-compatible-roots-v2
山腹,さんぷく,nature|place_building,auto,wnja:1.1-compatible-roots-v2
山芋,やまいも,food|vegetable,auto,wnja:1.1-compatible-roots-v2
山賊,さんぞく,person_job,auto,wnja:1.1-compatible-roots-v2
山門,さんもん,place_building,auto,wnja:1.1-compatible-roots-v2
岩礁,がんしょう,nature|place_building,auto,wnja:1.1-compatible-roots-v2
岩穴,いわあな,nature|place_building,auto,wnja:1.1-compatible-roots-v2
峡谷,きょうこく,nature|place_building,auto,wnja:1.1-compatible-roots-v2
川辺,かわべ,nature|place_building,auto,wnja:1.1-compatible-roots-v2
巣穴,すあな,place_building,auto,wnja:1.1-compatible-roots-v2
工具,こうぐ,daily_tools,auto,wnja:1.1-compatible-roots-v2
工員,こういん,person_job,auto,wnja:1.1-compatible-roots-v2
左官,さかん,person_job,auto,wnja:1.1-compatible-roots-v2
巨匠,きょしょう,person_job,auto,wnja:1.1-compatible-roots-v2
巫女,みこ,person_job,auto,wnja:1.1-compatible-roots-v2
巻雲,けんうん,nature,auto,wnja:1.1-compatible-roots-v2
帆船,はんせん,vehicle,auto,wnja:1.1-compatible-roots-v2
師匠,ししょう,person_job,auto,wnja:1.1-compatible-roots-v2
常務,じょうむ,person_job,auto,wnja:1.1-compatible-roots-v2
平屋,ひらや,place_building,auto,wnja:1.1-compatible-roots-v2
年上,としうえ,person_job,auto,wnja:1.1-compatible-roots-v2
年下,としした,person_job,auto,wnja:1.1-compatible-roots-v2
幼虫,ようちゅう,animal|nature,auto,wnja:1.1-compatible-roots-v2
幼鳥,ようちょう,animal|nature,auto,wnja:1.1-compatible-roots-v2
庁舎,ちょうしゃ,place_building,auto,wnja:1.1-compatible-roots-v2
広島,ひろしま,place_building,auto,wnja:1.1-compatible-roots-v2
店主,てんしゅ,person_job,auto,wnja:1.1-compatible-roots-v2
庭園,ていえん,place_building,auto,wnja:1.1-compatible-roots-v2
庭師,にわし,person_job,auto,wnja:1.1-compatible-roots-v2
弱虫,よわむし,person_job,auto,wnja:1.1-compatible-roots-v2
強風,きょうふう,nature,auto,wnja:1.1-compatible-roots-v2
役員,やくいん,person_job,auto,wnja:1.1-compatible-roots-v2
役場,やくば,place_building,auto,wnja:1.1-compatible-roots-v2
役職,やくしょく,person_job,auto,wnja:1.1-compatible-roots-v2
徒弟,とてい,person_job,auto,wnja:1.1-compatible-roots-v2
御殿,ごてん,place_building,auto,wnja:1.1-compatible-roots-v2
微風,そよかぜ,nature,auto,wnja:1.1-compatible-roots-v2
快晴,かいせい,nature,auto,wnja:1.1-compatible-roots-v2
恐竜,きょうりゅう,animal|nature,auto,wnja:1.1-compatible-roots-v2
患者,かんじゃ,person_job,auto,wnja:1.1-compatible-roots-v2
悪人,あくにん,person_job,auto,wnja:1.1-compatible-roots-v2
悪者,わるもの,person_job,auto,wnja:1.1-compatible-roots-v2
惑星,わくせい,nature,auto,wnja:1.1-compatible-roots-v2
愛人,あいじん,person_job,auto,wnja:1.1-compatible-roots-v2
成虫,せいちゅう,animal|nature,auto,wnja:1.1-compatible-roots-v2
戦艦,せんかん,vehicle,reviewed,wnja:02812201-n
手下,てした,person_job,auto,wnja:1.1-compatible-roots-v2
手先,てさき,person_job,auto,wnja:1.1-compatible-roots-v2
技師,ぎし,person_job,auto,wnja:1.1-compatible-roots-v2
抄録,しょうろく,music,auto,wnja:1.1-compatible-roots-v2
投手,とうしゅ,person_job,auto,wnja:1.1-compatible-roots-v2
抜粋,ばっすい,music,auto,wnja:1.1-compatible-roots-v2
捕虜,ほりょ,person_job,auto,wnja:1.1-compatible-roots-v2
教員,きょういん,person_job,auto,wnja:1.1-compatible-roots-v2
敷地,しきち,place_building,auto,wnja:1.1-compatible-roots-v2
文鳥,ぶんちょう,animal|nature,auto,wnja:1.1-compatible-roots-v2
料亭,りょうてい,place_building,auto,wnja:1.1-compatible-roots-v2
新参,しんざん,person_job,auto,wnja:1.1-compatible-roots-v2
新婦,しんぷ,person_job,auto,wnja:1.1-compatible-roots-v2
新郎,しんろう,person_job,auto,wnja:1.1-compatible-roots-v2
新顔,しんがお,person_job,auto,wnja:1.1-compatible-roots-v2
旅人,たびびと,person_job,auto,wnja:1.1-compatible-roots-v2
旅客,りょかく,person_job,auto,wnja:1.1-compatible-roots-v2
日和,ひより,nature,auto,wnja:1.1-compatible-roots-v2
旦那,だんな,person_job,auto,wnja:1.1-compatible-roots-v2
旧人,きゅうじん,person_job,auto,wnja:1.1-compatible-roots-v2
昼飯,ひるめし,food,auto,wnja:1.1-compatible-roots-v2
晩飯,ばんめし,food,auto,wnja:1.1-compatible-roots-v2
晴天,せいてん,nature,auto,wnja:1.1-compatible-roots-v2
暴風,ぼうふう,nature,auto,wnja:1.1-compatible-roots-v2
曇り,くもり,nature,auto,wnja:1.1-compatible-roots-v2
曇天,どんてん,nature,auto,wnja:1.1-compatible-roots-v2
有志,ゆうし,person_job,auto,wnja:1.1-compatible-roots-v2
服装,ふくそう,clothing,auto,wnja:1.1-compatible-roots-v2
朝顔,あさがお,plant|nature,auto,wnja:1.1-compatible-roots-v2
朝飯,あさめし,food,auto,wnja:1.1-compatible-roots-v2
木工,もっこう,person_job,auto,wnja:1.1-compatible-roots-v2
木星,もくせい,nature,auto,wnja:1.1-compatible-roots-v2
木槌,きづち,daily_tools,auto,wnja:1.1-compatible-roots-v2
本箱,ほんばこ,daily_tools,auto,wnja:1.1-compatible-roots-v2
札幌,さっぽろ,place_building,auto,wnja:1.1-compatible-roots-v2
村人,むらびと,person_job,auto,wnja:1.1-compatible-roots-v2
村民,そんみん,person_job,auto,wnja:1.1-compatible-roots-v2
杜若,かきつばた,plant|nature,auto,wnja:1.1-compatible-roots-v2
来賓,らいひん,person_job,auto,wnja:1.1-compatible-roots-v2
東京,とうきょう,place_building,auto,wnja:1.1-compatible-roots-v2
板前,いたまえ,person_job,auto,wnja:1.1-compatible-roots-v2
果樹,かじゅ,plant|nature,auto,wnja:1.1-compatible-roots-v2
果汁,かじゅう,food,auto,wnja:1.1-compatible-roots-v2
柔道,じゅうどう,sport,reviewed,wnja:00825773-n
栄養,えいよう,food,auto,wnja:1.1-compatible-roots-v2
栗鼠,りす,animal|nature,auto,wnja:1.1-compatible-roots-v2
株主,かぶぬし,person_job,auto,wnja:1.1-compatible-roots-v2
根菜,こんさい,food|vegetable,reviewed,wnja:07710283-n
植物,しょくぶつ,plant|nature,auto,wnja:1.1-compatible-roots-v2
検事,けんじ,person_job,auto,wnja:1.1-compatible-roots-v2
極右,きょくう,person_job,auto,wnja:1.1-compatible-roots-v2
極道,ごくどう,person_job,auto,wnja:1.1-compatible-roots-v2
楽曲,がっきょく,music,auto,wnja:1.1-compatible-roots-v2
楽章,がくしょう,music,auto,wnja:1.1-compatible-roots-v2
楽譜,がくふ,music,auto,wnja:1.1-compatible-roots-v2
横浜,よこはま,place_building,auto,wnja:1.1-compatible-roots-v2
横笛,よこぶえ,instrument|music,reviewed,wnja:03334492-n
横腹,よこばら,body,auto,wnja:1.1-compatible-roots-v2
歌曲,かきょく,music,auto,wnja:1.1-compatible-roots-v2
歌謡,かよう,music,auto,wnja:1.1-compatible-roots-v2
殿様,とのさま,person_job,auto,wnja:1.1-compatible-roots-v2
母乳,ぼにゅう,food,auto,wnja:1.1-compatible-roots-v2
母国,ぼこく,country,auto,wnja:1.1-compatible-roots-v2
毒草,どくそう,plant|nature,auto,wnja:1.1-compatible-roots-v2
毛穴,けあな,body,auto,wnja:1.1-compatible-roots-v2
気球,ききゅう,vehicle,reviewed,wnja:02782093-n
水域,すいいき,person_job,auto,wnja:1.1-compatible-roots-v2
水夫,すいふ,person_job,auto,wnja:1.1-compatible-roots-v2
水泳,すいえい,sport,reviewed,wnja:00442115-n|wnja:00442437-n
水牛,すいぎゅう,animal|nature,auto,wnja:1.1-compatible-roots-v2
水田,すいでん,place_building,auto,wnja:1.1-compatible-roots-v2
水辺,みずべ,nature|place_building,auto,wnja:1.1-compatible-roots-v2
水飴,みずあめ,food,auto,wnja:1.1-compatible-roots-v2
水鳥,みずとり,animal|nature,auto,wnja:1.1-compatible-roots-v2
氷山,ひょうざん,nature|place_building,auto,wnja:1.1-compatible-roots-v2
氷河,ひょうが,nature|place_building,auto,wnja:1.1-compatible-roots-v2
汁物,しるもの,food,auto,wnja:1.1-compatible-roots-v2
江戸,えど,place_building,auto,wnja:1.1-compatible-roots-v2
汽船,きせん,vehicle,reviewed,wnja:04309348-n
沿岸,えんがん,nature|place_building,auto,wnja:1.1-compatible-roots-v2
注入,ちゅうにゅう,person_job,auto,wnja:1.1-compatible-roots-v2
泳ぎ,およぎ,sport,reviewed,wnja:00442115-n
洋裁,ようさい,person_job,auto,wnja:1.1-compatible-roots-v2
洗脳,せんのう,person_job,auto,wnja:1.1-compatible-roots-v2
洞穴,ほらあな,nature|place_building,auto,wnja:1.1-compatible-roots-v2
流域,りゅういき,place_building,auto,wnja:1.1-compatible-roots-v2
浅瀬,あさせ,nature|place_building,auto,wnja:1.1-compatible-roots-v2
海老,えび,food,auto,wnja:1.1-compatible-roots-v2
海豚,いるか,animal|nature,reviewed,wnja:02068974-n
海鳥,うみどり,animal|nature,auto,wnja:1.1-compatible-roots-v2
涙腺,るいせん,body,auto,wnja:1.1-compatible-roots-v2
淑女,しゅくじょ,person_job,auto,wnja:1.1-compatible-roots-v2
清白,せいはく,food|vegetable,auto,wnja:1.1-compatible-roots-v2
清酒,せいしゅ,food,reviewed,wnja:07891433-n
温帯,おんたい,place_building,auto,wnja:1.1-compatible-roots-v2
湖岸,こがん,nature|place_building,auto,wnja:1.1-compatible-roots-v2
湾岸,わんがん,nature|place_building,auto,wnja:1.1-compatible-roots-v2
滋養,じよう,food,auto,wnja:1.1-compatible-roots-v2
漁師,りょうし,person_job,auto,wnja:1.1-compatible-roots-v2
漁船,ぎょせん,vehicle,auto,wnja:1.1-compatible-roots-v2
演者,えんじゃ,person_job,auto,wnja:1.1-compatible-roots-v2
火山,かざん,nature|place_building,auto,wnja:1.1-compatible-roots-v2
火星,かせい,nature,auto,wnja:1.1-compatible-roots-v2
焼酎,しょうちゅう,food,auto,wnja:1.1-compatible-roots-v2
煮汁,にじる,food,auto,wnja:1.1-compatible-roots-v2
熊手,くまで,daily_tools,auto,wnja:1.1-compatible-roots-v2
熱帯,ねったい,place_building,auto,wnja:1.1-compatible-roots-v2
熱波,ねっぱ,nature,auto,wnja:1.1-compatible-roots-v2
片栗,かたくり,plant|nature,auto,wnja:1.1-compatible-roots-v2
牛蒡,ごぼう,plant|nature,reviewed,wnja:11924445-n
牡丹,ぼたん,plant|nature,auto,wnja:1.1-compatible-roots-v2
牧草,ぼくそう,food|plant,auto,wnja:1.1-compatible-roots-v2
特使,とくし,person_job,auto,wnja:1.1-compatible-roots-v2
犯人,はんにん,person_job,auto,wnja:1.1-compatible-roots-v2
狩猟,しゅりょう,sport,reviewed,wnja:00452293-n
猿人,えんじん,person_job,auto,wnja:1.1-compatible-roots-v2
獅子,しし,animal|nature,auto,wnja:1.1-compatible-roots-v2
獣医,じゅうい,person_job,auto,wnja:1.1-compatible-roots-v2
玄人,くろうと,person_job,auto,wnja:1.1-compatible-roots-v2
王位,おうい,person_job,auto,wnja:1.1-compatible-roots-v2
