surface,reading,source_ref,commonness_tier
拠り所,よりどころ,wnja:05694232-n,general
拡大鏡,かくだいきょう,wnja:03484931-n,general
持ち主,もちぬし,wnja:10388924-n,general
持ち前,もちまえ,wnja:01085098-n,general
持ち味,もちあじ,wnja:04763293-n,general
持ち場,もちば,wnja:08624385-n,general
持久力,じきゅうりょく,wnja:05032565-n,general
持続性,じぞくせい,wnja:05054130-n,general
指向性,しこうせい,wnja:05066626-n,general
指揮官,しきかん,wnja:09941964-n,general
指揮者,しきしゃ,wnja:09952539-n,general
指示器,しじき,wnja:04593629-n,general
挑戦者,ちょうせんしゃ,wnja:10533013-n,general
振り幅,ふりはば,wnja:07444882-n,general
挿し木,さしき,wnja:13127473-n,general
捕食者,ほしょくしゃ,wnja:02152740-n,general
捨て鉢,すてばち,wnja:04662390-n,general
授業料,じゅぎょうりょう,wnja:13323988-n,general
排泄物,はいせつぶつ,wnja:14853947-n,general
掛け算,かけざん,wnja:00871576-n,general
掛け金,かけきん,wnja:03644858-n,general
探検家,たんけんか,wnja:10072708-n,general
探検隊,たんけんたい,wnja:08409130-n,general
接尾辞,せつびじ,wnja:06308765-n,general
接続詞,せつぞくし,wnja:06325826-n,general
接頭辞,せっとうじ,wnja:06308304-n,general
推薦状,すいせんじょう,wnja:06694540-n,general
推進力,すいしんりょく,wnja:00103834-n,general
掲示板,けいじばん,wnja:02916538-n,general
揉め事,もめごと,wnja:00623862-n,general
換気扇,かんきせん,wnja:03303217-n,general
摩天楼,まてんろう,wnja:04233124-n,general
擂り鉢,すりばち,wnja:03786901-n,general
操縦席,そうじゅうせき,wnja:03061505-n,general
擦り傷,すりきず,wnja:04693900-n,general
擬人化,ぎじんか,wnja:00933259-n,general
支持者,しじしゃ,wnja:09608709-n,general
支援者,しえんしゃ,wnja:09608709-n,general
支配権,しはいけん,wnja:14442530-n,general
支配者,しはいしゃ,wnja:10541229-n,general
放射線,ほうしゃせん,wnja:11499284-n,general
放射能,ほうしゃのう,wnja:13545184-n,general
放浪者,ほうろうしゃ,wnja:10026976-n,general
放物線,ほうぶつせん,wnja:13886371-n,general
放送局,ほうそうきょく,wnja:02903405-n,general
救世主,きゅうせいしゅ,wnja:07042405-n,general
救急車,きゅうきゅうしゃ,wnja:02701002-n,general
教え子,おしえご,wnja:10665698-n,general
教職員,きょうしょくいん,wnja:08287586-n,general
教育者,きょういくしゃ,wnja:10045454-n,general
散歩道,さんぽみち,wnja:03297354-n,general
整合性,せいごうせい,wnja:04745932-n,general
敵対心,てきたいしん,wnja:04658106-n,general
敵討ち,かたきうち,wnja:01235258-n,general
文筆家,ぶんぴつか,wnja:10794014-n,general
料理人,りょうりにん,wnja:09963320-n,general
料理屋,りょうりや,wnja:04081281-n,general
料理店,りょうりてん,wnja:04081281-n,general
料理法,りょうりほう,wnja:06788785-n,general
新入り,しんいり,wnja:10355449-n,general
新聞紙,しんぶんし,wnja:03822171-n,general
新造語,しんぞうご,wnja:06294441-n,general
方向性,ほうこうせい,wnja:05063853-n,general
方程式,ほうていしき,wnja:06669864-n,general
旅行者,りょこうしゃ,wnja:09629752-n,general
既往症,きおうしょう,wnja:06515297-n,general
日の出,ひので,wnja:07343910-n,general
日取り,ひどり,wnja:06495328-n,general
日暮れ,ひぐれ,wnja:11515935-n,general
日本人,にほんじん,wnja:09718217-n,general
日本酒,にほんしゅ,wnja:07891433-n,general
日焼け,ひやけ,wnja:14290534-n,general
日照り,ひでり,wnja:14537054-n,general
日除け,ひよけ,wnja:02851099-n,general
早見表,はやみひょう,wnja:08266235-n,general
昇降機,しょうこうき,wnja:03281145-n,general
明け方,あけがた,wnja:15168790-n,general
明るみ,あかるみ,wnja:05612809-n,general
星占い,ほしうらない,wnja:05778131-n,general
映写機,えいしゃき,wnja:03795976-n,general
映画館,えいがかん,wnja:03032252-n,general
春巻き,はるまき,wnja:07866723-n,general
昼日中,ひるひなか,wnja:15164957-n,general
昼過ぎ,ひるすぎ,wnja:15166191-n,general
時間割,じかんわり,wnja:06496499-n,general
時間帯,じかんたい,wnja:08691276-n,general
晩餐会,ばんさんかい,wnja:08253815-n,general
暇潰し,ひまつぶし,wnja:00743500-n,general
暖かさ,あたたかさ,wnja:04840011-n,general
暗号化,あんごうか,wnja:00615887-n,general
暗殺者,あんさつしゃ,wnja:09813696-n,general
暗黒街,あんこくがい,wnja:08245059-n,general
暴力団,ぼうりょくだん,wnja:03415363-n,general
暴風雨,ぼうふうう,wnja:11501737-n,general
曲がり,まがり,wnja:02829696-n,general
更年期,こうねんき,wnja:15154462-n,general
更衣室,こういしつ,wnja:03238131-n,general
替え玉,かえだま,wnja:05696425-n,general
最低限,さいていげん,wnja:13763384-n,general
最先端,さいせんたん,wnja:06209419-n,general
最前線,さいぜんせん,wnja:05998052-n,general
最大限,さいだいげん,wnja:05124928-n,general
最小限,さいしょうげん,wnja:13763384-n,general
最盛期,さいせいき,wnja:07417043-n,general
最適化,さいてきか,wnja:00260051-n,general
最高潮,さいこうちょう,wnja:06373747-n,general
有名人,ゆうめいじん,wnja:09903153-n,general
有声音,ゆうせいおん,wnja:07120364-n,general
有意義,ゆういぎ,wnja:05170236-n,general
有権者,ゆうけんしゃ,wnja:08161068-n,general
有理数,ゆうりすう,wnja:13730469-n,general
有用性,ゆうようせい,wnja:05150458-n,general
有袋類,ゆうたいるい,wnja:01874126-n,general
有頂天,うちょうてん,wnja:13986372-n,general
望遠鏡,ぼうえんきょう,wnja:04403638-n,general
朝飯前,あさめしまえ,wnja:00575365-n,general
木の実,きのみ,wnja:07742704-n,general
木の葉,このは,wnja:13152742-n,general
未亡人,みぼうじん,wnja:10780284-n,general
未成年,みせいねん,wnja:15152261-n,general
未知数,みちすう,wnja:04758313-n,general
未経験,みけいけん,wnja:05988956-n,general
本塁打,ほんるいだ,wnja:00132355-n,general
本拠地,ほんきょち,wnja:08490402-n,general
本格化,ほんかくか,wnja:01009637-n,general
札入れ,さついれ,wnja:04548362-n,general
束の間,つかのま,wnja:15246853-n,general
来訪者,らいほうしゃ,wnja:10757193-n,general
板挟み,いたばさみ,wnja:05686086-n,general
果樹園,かじゅえん,wnja:03463832-n,general
枠組み,わくぐみ,wnja:00941451-n,general
架け橋,かけはし,wnja:02898711-n,general
柑橘類,かんきつるい,wnja:07747055-n,general
染色体,せんしょくたい,wnja:05442131-n,general
柔軟性,じゅうなんせい,wnja:04659287-n,general
柱時計,はしらどけい,wnja:04548280-n,general
栄養分,えいようぶん,wnja:00021265-n,general
栄養士,えいようし,wnja:10012484-n,general
栄養素,えいようそ,wnja:00021265-n,general
栓抜き,せんぬき,wnja:02956795-n,general
核兵器,かくへいき,wnja:03834604-n,general
核家族,かくかぞく,wnja:07973487-n,general
核弾頭,かくだんとう,wnja:02753881-n,general
核燃料,かくねんりょう,wnja:14688089-n,general
核爆弾,かくばくだん,wnja:03834604-n,general
格上げ,かくあげ,wnja:05795654-n,general
格付け,かくづけ,wnja:01148904-n,general
格子窓,こうしまど,wnja:04582454-n,general
案内人,あんないにん,wnja:10151570-n,general
棚ぼた,たなぼた,wnja:07477587-n,general
棚卸し,たなおろし,wnja:01011425-n,general
植木屋,うえきや,wnja:10120533-n,general
植木鉢,うえきばち,wnja:03991062-n,general
植民地,しょくみんち,wnja:08374049-n,general
植物園,しょくぶつえん,wnja:02733075-n,general
植物油,しょくぶつゆ,wnja:07673397-n,general
検察官,けんさつかん,wnja:10484858-n,general
楽しみ,たのしみ,wnja:00426928-n,general
標準化,ひょうじゅんか,wnja:01158690-n,general
標準時,ひょうじゅんじ,wnja:15116910-n,general
模式図,もしきず,wnja:05891572-n,general
権力者,けんりょくしゃ,wnja:10461424-n,general
横並び,よこならび,wnja:01204294-n,general
横取り,よこどり,wnja:00780889-n,general
横隔膜,おうかくまく,wnja:03189461-n,general
橋渡し,はしわたし,wnja:09624559-n,general
機械化,きかいか,wnja:00102457-n,general
機能性,きのうせい,wnja:05151372-n,general
機関車,きかんしゃ,wnja:03684823-n,general
歌い手,うたいて,wnja:01526521-n,general
歌謡曲,かようきょく,wnja:07048000-n,general
正反対,せいはんたい,wnja:13855230-n,general
正常化,せいじょうか,wnja:01158690-n,general
正当性,せいとうせい,wnja:04783247-n,general
正確性,せいかくせい,wnja:04802907-n,general
正誤表,せいごひょう,wnja:06489847-n,general
歯周病,ししゅうびょう,wnja:14080622-n,general
歯止め,はどめ,wnja:01146039-n,general
歴史学,れきしがく,wnja:06155567-n,general
死亡率,しぼうりつ,wnja:04791081-n,general
残り物,のこりもの,wnja:07563509-n,general
段取り,だんどり,wnja:00939628-n,general
殺し屋,ころしや,wnja:09813696-n,general
殺菌剤,さっきんざい,wnja:02716205-n,general
殺虫剤,さっちゅうざい,wnja:14919948-n,general
母国語,ぼこくご,wnja:06904748-n,general
毛嫌い,けぎらい,wnja:07546465-n,general
民主化,みんしゅか,wnja:01237294-n,general
民営化,みんえいか,wnja:01152033-n,general
気兼ね,きがね,wnja:07507329-n,general
気圧計,きあつけい,wnja:02794156-n,general
気散じ,きさんじ,wnja:00426928-n,general
気疲れ,きづかれ,wnja:14016361-n,general
気象学,きしょうがく,wnja:06118563-n,general
気象庁,きしょうちょう,wnja:08353734-n,general
気遣い,きづかい,wnja:04841358-n,general
気配り,きくばり,wnja:04841358-n,general
水やり,みずやり,wnja:00278403-n,general
水切り,みずきり,wnja:00459845-n,general
水差し,みずさし,wnja:03950228-n,general
水平線,すいへいせん,wnja:08585657-n,general
水揚げ,みずあげ,wnja:00714173-n,general
水族館,すいぞくかん,wnja:02732072-n,general
水浴び,みずあび,wnja:00255214-n,general
水蒸気,すいじょうき,wnja:15055181-n,general
氷河期,ひょうがき,wnja:15124864-n,general
氷砂糖,こおりざとう,wnja:07608980-n,general
氷菓子,こおりがし,wnja:07615289-n,general
決まり,きまり,wnja:05667613-n,general
決め手,きめて,wnja:00135637-n,general
油かす,あぶらかす,wnja:07634605-n,general
治療法,ちりょうほう,wnja:04074482-n,general
泊まり,とまり,wnja:03542333-n,general
法医学,ほういがく,wnja:06050257-n,general
波止場,はとば,wnja:03933529-n,general
注意報,ちゅういほう,wnja:07224151-n,general
洗い物,あらいもの,wnja:00255710-n,general
洗浄剤,せんじょうざい,wnja:03040587-n,general
洗濯機,せんたくき,wnja:04554684-n,general
洗面器,せんめんき,wnja:02801525-n,general
洗面所,せんめんじょ,wnja:03371875-n,general
洞察力,どうさつりょく,wnja:05614175-n,general
活性化,かっせいか,wnja:00236821-n,general
派生語,はせいご,wnja:06290051-n,general
流れ星,ながれぼし,wnja:09353109-n,general
流星群,りゅうせいぐん,wnja:09353338-n,general
浄化槽,じょうかそう,wnja:04173046-n,general
海水浴,かいすいよく,wnja:00442569-n,general
海沿い,うみぞい,wnja:09428293-n,general
海賊版,かいぞくばん,wnja:02874642-n,general
消化液,しょうかえき,wnja:05405946-n,general
消毒剤,しょうどくざい,wnja:02724207-n,general
消毒薬,しょうどくやく,wnja:03208229-n,general
消火器,しょうかき,wnja:03345837-n,general
消火栓,しょうかせん,wnja:03346898-n,general
消費者,しょうひしゃ,wnja:09612848-n,general
消費財,しょうひざい,wnja:03093574-n,general
消防団,しょうぼうだん,wnja:08121394-n,general
消防署,しょうぼうしょ,wnja:03347338-n,general
淡水魚,たんすいぎょ,wnja:07776545-n,general
深刻化,しんこくか,wnja:00374835-n,general
混合物,こんごうぶつ,wnja:02681084-n,general
添加物,てんかぶつ,wnja:02679415-n,general
減少率,げんしょうりつ,wnja:15276307-n,general
渡し舟,わたしぶね,wnja:03329663-n,general
渡り鳥,わたりどり,wnja:01515303-n,general
渦巻き,うずまき,wnja:07433145-n,general
温かみ,あたたかみ,wnja:04840011-n,general
温もり,ぬくもり,wnja:04627000-n,general
温度計,おんどけい,wnja:04421872-n,general
湧き水,わきみず,wnja:07936015-n,general
湿度計,しつどけい,wnja:03554460-n,general
満足感,まんぞくかん,wnja:07531255-n,general
溜め池,ためいけ,wnja:04078747-n,general
溶鉱炉,ようこうろ,wnja:02849885-n,general
滑り台,すべりだい,wnja:04238128-n,general
漂白剤,ひょうはくざい,wnja:04961136-n,general
演出家,えんしゅつか,wnja:10015215-n,general
演奏会,えんそうかい,wnja:06892775-n,general
演奏者,えんそうしゃ,wnja:10340312-n,general
演算子,えんざんし,wnja:13786413-n,general
漫画家,まんがか,wnja:09896170-n,general
潜水艦,せんすいかん,wnja:04347754-n,general
潤滑剤,じゅんかつざい,wnja:14890659-n,general
潤滑油,じゅんかつゆ,wnja:03250588-n,general
火成岩,かせいがん,wnja:14931879-n,general
火星人,かせいじん,wnja:09489790-n,general
火消し,ひけし,wnja:10091651-n,general
炊事場,すいじば,wnja:03619890-n,general
炭素鋼,たんそこう,wnja:14803074-n,general
炭酸水,たんさんすい,wnja:07927512-n,general
焚き火,たきび,wnja:07303335-n,general
無作法,ぶさほう,wnja:04914292-n,general
無価値,むかち,wnja:05139561-n,general
無彩色,むさいしょく,wnja:04960079-n,general
無意味,むいみ,wnja:06607339-n,general
無慈悲,むじひ,wnja:04831031-n,general
無気力,むきりょく,wnja:04636610-n,general
無理数,むりすう,wnja:13730584-n,general
無神経,むしんけい,wnja:04844024-n,general
無秩序,むちつじょ,wnja:07507912-n,general
無表情,むひょうじょう,wnja:04815916-n,general
無責任,むせきにん,wnja:04670746-n,general
無関心,むかんしん,wnja:04636610-n,general
焦げ目,こげめ,wnja:04694090-n,general
焼き印,やきいん,wnja:03585337-n,general
焼き網,やきあみ,wnja:03378915-n,general
焼き餅,やきもち,wnja:07550079-n,general
焼却炉,しょうきゃくろ,wnja:03566193-n,general
煮炊き,にたき,wnja:00243918-n,general
煮込み,にこみ,wnja:05953416-n,general
熟練工,じゅくれんこう,wnja:10605985-n,general
熱中症,ねっちゅうしょう,wnja:14044174-n,general
燕尾服,えんびふく,wnja:03239054-n,general
爆発物,ばくはつぶつ,wnja:03304730-n,general
爬虫類,はちゅうるい,wnja:01660719-n,general
